difficulty,frontendQuestionId,title,category,acceptance_rate,topics
Easy,1965,Employees With Missing Information,Database,72.84937482,['Database']
Medium,1966,Binary Searchable Numbers in an Unsorted Array,Algorithms,62.46703185,"['Array', 'Binary Search']"
Easy,1967,Number of Strings That Appear as Substrings in Word,Algorithms,81.84362788,"['Array', 'String']"
Medium,1968,Array With Elements Not Equal to Average of Neighbors,Algorithms,50.05530474,"['Array', 'Greedy', 'Sorting']"
Medium,1969,Minimum Non-Zero Product of the Array Elements,Algorithms,36.29882864,"['Math', 'Greedy', 'Recursion']"
Hard,1970,Last Day Where You Can Still Cross,Algorithms,62.21200925,"['Array', 'Binary Search', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Matrix']"
Easy,1971,Find if Path Exists in Graph,Algorithms,53.912492,"['Depth-First Search', 'Breadth-First Search', 'Union Find', 'Graph']"
Hard,1972,First and Last Call On the Same Day,Database,51.04500871,['Database']
Medium,1973,Count Nodes Equal to Sum of Descendants,Algorithms,76.97300639,"['Tree', 'Depth-First Search', 'Binary Tree']"
Easy,1974,Minimum Time to Type Word Using Special Typewriter,Algorithms,77.40137968,"['String', 'Greedy']"
Medium,1975,Maximum Matrix Sum,Algorithms,65.92988441,"['Array', 'Greedy', 'Matrix']"
Medium,1976,Number of Ways to Arrive at Destination,Algorithms,37.73178871,"['Dynamic Programming', 'Graph', 'Topological Sort', 'Shortest Path']"
Hard,1977,Number of Ways to Separate Numbers,Algorithms,20.99635139,"['String', 'Dynamic Programming', 'Suffix Array']"
Easy,1978,Employees Whose Manager Left the Company,,,
Easy,1979,Find Greatest Common Divisor of Array,Algorithms,78.5125516,"['Array', 'Math', 'Number Theory']"
Medium,1980,Find Unique Binary String,Algorithms,79.36019106,"['Array', 'Hash Table', 'String', 'Backtracking']"
Medium,1981,Minimize the Difference Between Target and Chosen Elements,Algorithms,35.79423069,"['Array', 'Dynamic Programming', 'Matrix']"
Hard,1982,Find Array Given Subset Sums,Algorithms,48.64433812,"['Array', 'Divide and Conquer']"
Medium,1983,Widest Pair of Indices With Equal Range Sum,Algorithms,53.08319739,"['Array', 'Hash Table', 'Prefix Sum']"
Easy,1984,Minimum Difference Between Highest and Lowest of K Scores,Algorithms,58.37889646,"['Array', 'Sliding Window', 'Sorting']"
Medium,1985,Find the Kth Largest Integer in the Array,Algorithms,46.71629061,"['Array', 'String', 'Divide and Conquer', 'Sorting', 'Heap (Priority Queue)', 'Quickselect']"
Medium,1986,Minimum Number of Work Sessions to Finish the Tasks,Algorithms,33.63097221,"['Array', 'Dynamic Programming', 'Backtracking', 'Bit Manipulation', 'Bitmask']"
Hard,1987,Number of Unique Good Subsequences,Algorithms,52.06031913,"['String', 'Dynamic Programming']"
Medium,1988,Find Cutoff Score for Each School,Database,66.84862482,['Database']
Medium,1989,Maximum Number of People That Can Be Caught in Tag,Algorithms,49.41176471,"['Array', 'Greedy']"
Medium,1990,Count the Number of Experiments,Database,49.07820909,['Database']
Easy,1991,Find the Middle Index in Array,Algorithms,68.01803707,"['Array', 'Prefix Sum']"
Medium,1992,Find All Groups of Farmland,Algorithms,75.47556871,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Matrix']"
Medium,1993,Operations on Tree,Algorithms,43.13459992,"['Array', 'Hash Table', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Design']"
Hard,1994,The Number of Good Subsets,Algorithms,35.80820086,"['Array', 'Math', 'Dynamic Programming', 'Bit Manipulation', 'Bitmask']"
Easy,1995,Count Special Quadruplets,Algorithms,63.12418301,"['Array', 'Hash Table', 'Enumeration']"
Medium,1996,The Number of Weak Characters in the Game,Algorithms,44.18861172,"['Array', 'Stack', 'Greedy', 'Sorting', 'Monotonic Stack']"
Medium,1997,First Day Where You Have Been in All the Rooms,Algorithms,39.58385771,"['Array', 'Dynamic Programming']"
Hard,1998,GCD Sort of an Array,Algorithms,46.42292655,"['Array', 'Math', 'Union Find', 'Sorting', 'Number Theory']"
Medium,1999,Smallest Greater Multiple Made of Two Digits,Algorithms,48.04161567,"['Math', 'Enumeration']"
Easy,2000,Reverse Prefix of Word,Algorithms,86.39982785,"['Two Pointers', 'String', 'Stack']"
Medium,2001,Number of Pairs of Interchangeable Rectangles,Algorithms,51.4058851,"['Array', 'Hash Table', 'Math', 'Counting', 'Number Theory']"
Medium,2002,Maximum Product of the Length of Two Palindromic Subsequences,Algorithms,61.20627262,"['String', 'Dynamic Programming', 'Backtracking', 'Bit Manipulation', 'Bitmask']"
Hard,2003,Smallest Missing Genetic Value in Each Subtree,Algorithms,46.39853923,"['Dynamic Programming', 'Tree', 'Depth-First Search', 'Union Find']"
Hard,2004,The Number of Seniors and Juniors to Join the Company,Database,45.10745313,['Database']
Hard,2005,Subtree Removal Game with Fibonacci Tree,Algorithms,56.96202532,"['Math', 'Dynamic Programming', 'Tree', 'Binary Tree', 'Game Theory']"
Easy,2006,Count Number of Pairs With Absolute Difference K,Algorithms,84.82928456,"['Array', 'Hash Table', 'Counting']"
Medium,2007,Find Original Array From Doubled Array,Algorithms,40.45572326,"['Array', 'Hash Table', 'Greedy', 'Sorting']"
Medium,2008,Maximum Earnings From Taxi,Algorithms,44.7647774,"['Array', 'Hash Table', 'Binary Search', 'Dynamic Programming', 'Sorting']"
Hard,2009,Minimum Number of Operations to Make Array Continuous,Algorithms,52.22673626,"['Array', 'Hash Table', 'Binary Search', 'Sliding Window']"
Hard,2010,The Number of Seniors and Juniors to Join the Company II,Database,64.4606414,['Database']
Easy,2011,Final Value of Variable After Performing Operations,Algorithms,89.54608108,"['Array', 'String', 'Simulation']"
Medium,2012,Sum of Beauty in the Array,Algorithms,50.00346368,['Array']
Medium,2013,Detect Squares,Algorithms,51.16859138,"['Array', 'Hash Table', 'Design', 'Counting']"
Hard,2014,Longest Subsequence Repeated k Times,Algorithms,53.91044776,"['String', 'Backtracking', 'Greedy', 'Counting', 'Enumeration']"
Medium,2015,Average Height of Buildings in Each Segment,Algorithms,57.53968254,"['Array', 'Greedy', 'Sorting', 'Heap (Priority Queue)']"
Easy,2016,Maximum Difference Between Increasing Elements,Algorithms,59.07431464,['Array']
Medium,2017,Grid Game,Algorithms,60.99771901,"['Array', 'Matrix', 'Prefix Sum']"
Medium,2018,Check if Word Can Be Placed In Crossword,Algorithms,49.99520568,"['Array', 'Matrix', 'Enumeration']"
Hard,2019,The Score of Students Solving Math Expression,Algorithms,33.06474243,"['Array', 'Math', 'String', 'Dynamic Programming', 'Stack', 'Memoization']"
Medium,2020,Number of Accounts That Did Not Stream,Database,72.28586381,['Database']
Medium,2021,Brightest Position on Street,Algorithms,60.73752711,"['Array', 'Sorting', 'Prefix Sum', 'Ordered Set']"
Easy,2022,Convert 1D Array Into 2D Array,Algorithms,71.76221434,"['Array', 'Matrix', 'Simulation']"
Medium,2023,Number of Pairs of Strings With Concatenation Equal to Target,Algorithms,74.78642222,"['Array', 'Hash Table', 'String', 'Counting']"
Medium,2024,Maximize the Confusion of an Exam,Algorithms,68.45797092,"['String', 'Binary Search', 'Sliding Window', 'Prefix Sum']"
Hard,2025,Maximum Number of Ways to Partition an Array,Algorithms,34.51799324,"['Array', 'Hash Table', 'Counting', 'Enumeration', 'Prefix Sum']"
Easy,2026,Low-Quality Problems,Database,84.56186649,['Database']
Easy,2027,Minimum Moves to Convert String,Algorithms,56.36377851,"['String', 'Greedy']"
Medium,2028,Find Missing Observations,Algorithms,57.39565159,"['Array', 'Math', 'Simulation']"
Medium,2029,Stone Game IX,Algorithms,28.8348338,"['Array', 'Math', 'Greedy', 'Counting', 'Game Theory']"
Hard,2030,Smallest K-Length Subsequence With Occurrences of a Letter,Algorithms,38.8425282,"['String', 'Stack', 'Greedy', 'Monotonic Stack']"
Medium,2031,Count Subarrays With More Ones Than Zeros,Algorithms,51.18422463,"['Array', 'Binary Search', 'Divide and Conquer', 'Binary Indexed Tree', 'Segment Tree', 'Merge Sort', 'Ordered Set']"
Easy,2032,Two Out of Three,Algorithms,76.45759451,"['Array', 'Hash Table', 'Bit Manipulation']"
Medium,2033,Minimum Operations to Make a Uni-Value Grid,Algorithms,67.45959464,"['Array', 'Math', 'Sorting', 'Matrix']"
Medium,2034,Stock Price Fluctuation ,Algorithms,48.00323344,"['Hash Table', 'Design', 'Heap (Priority Queue)', 'Data Stream', 'Ordered Set']"
Hard,2035,Partition Array Into Two Arrays to Minimize Sum Difference,Algorithms,21.56802765,"['Array', 'Two Pointers', 'Binary Search', 'Dynamic Programming', 'Bit Manipulation', 'Ordered Set', 'Bitmask']"
Medium,2036,Maximum Alternating Subarray Sum,Algorithms,39.68437664,"['Array', 'Dynamic Programming']"
Easy,2037,Minimum Number of Moves to Seat Everyone,Algorithms,87.27592138,"['Array', 'Greedy', 'Sorting', 'Counting Sort']"
Medium,2038,Remove Colored Pieces if Both Neighbors are the Same Color,Algorithms,62.79676429,"['Math', 'String', 'Greedy', 'Game Theory']"
Medium,2039,The Time When the Network Becomes Idle,Algorithms,53.45169859,"['Array', 'Breadth-First Search', 'Graph']"
Hard,2040,Kth Smallest Product of Two Sorted Arrays,Algorithms,30.66614996,"['Array', 'Binary Search']"
Medium,2041,Accepted Candidates From the Interviews,Database,78.65471882,['Database']
Easy,2042,Check if Numbers Are Ascending in a Sentence,Algorithms,71.6276014,['String']
Medium,2043,Simple Bank System,Algorithms,61.39534302,"['Array', 'Hash Table', 'Design', 'Simulation']"
Medium,2044,Count Number of Maximum Bitwise-OR Subsets,Algorithms,87.93906182,"['Array', 'Backtracking', 'Bit Manipulation', 'Enumeration']"
Hard,2045,Second Minimum Time to Reach Destination,Algorithms,62.57093351,"['Breadth-First Search', 'Graph', 'Shortest Path']"
Medium,2046,Sort Linked List Already Sorted Using Absolute Values,Algorithms,66.89433244,"['Linked List', 'Two Pointers', 'Sorting']"
Easy,2047,Number of Valid Words in a Sentence,Algorithms,29.9297337,['String']
Medium,2048,Next Greater Numerically Balanced Number,Algorithms,49.01595,"['Hash Table', 'Math', 'Backtracking', 'Counting', 'Enumeration']"
Medium,2049,Count Nodes With the Highest Score,Algorithms,51.05029391,"['Array', 'Tree', 'Depth-First Search', 'Binary Tree']"
Hard,2050,Parallel Courses III,Algorithms,66.75662691,"['Array', 'Dynamic Programming', 'Graph', 'Topological Sort']"
Medium,2051,The Category of Each Member in the Store,Database,70.74668837,['Database']
Medium,2052,Minimum Cost to Separate Sentence Into Rows,Algorithms,50.35938904,"['Array', 'Dynamic Programming']"
Easy,2053,Kth Distinct String in an Array,Algorithms,82.01350921,"['Array', 'Hash Table', 'String', 'Counting']"
Medium,2054,Two Best Non-Overlapping Events,Algorithms,60.88560036,"['Array', 'Binary Search', 'Dynamic Programming', 'Sorting', 'Heap (Priority Queue)']"
Medium,2055,Plates Between Candles,Algorithms,46.54886803,"['Array', 'String', 'Binary Search', 'Prefix Sum']"
Hard,2056,Number of Valid Move Combinations On Chessboard,Algorithms,47.64277501,"['Array', 'String', 'Backtracking', 'Simulation']"
Easy,2057,Smallest Index With Equal Value,Algorithms,72.44516498,['Array']
Medium,2058,Find the Minimum and Maximum Number of Nodes Between Critical Points,Algorithms,69.42644642,['Linked List']
Medium,2059,Minimum Operations to Convert Number,Algorithms,50.47227819,"['Array', 'Breadth-First Search']"
Hard,2060,Check if an Original String Exists Given Two Encoded Strings,Algorithms,43.16844025,"['String', 'Dynamic Programming']"
Medium,2061,Number of Spaces Cleaning Robot Cleaned,Algorithms,61.99350211,"['Array', 'Matrix', 'Simulation']"
Easy,2062,Count Vowel Substrings of a String,Algorithms,71.16211829,"['Hash Table', 'String']"
Medium,2063,Vowels of All Substrings,Algorithms,54.62097612,"['Math', 'String', 'Dynamic Programming', 'Combinatorics']"
Medium,2064,Minimized Maximum of Products Distributed to Any Store,Algorithms,62.53923218,"['Array', 'Binary Search', 'Greedy']"
Hard,2065,Maximum Path Quality of a Graph,Algorithms,59.51602651,"['Array', 'Backtracking', 'Graph']"
Medium,2066,Account Balance,Database,82.25445623,['Database']
Medium,2067,Number of Equal Count Substrings,Algorithms,44.56957929,"['Hash Table', 'String', 'Sliding Window', 'Counting']"
Easy,2068,Check Whether Two Strings are Almost Equivalent,Algorithms,63.58212721,"['Hash Table', 'String', 'Counting']"
Medium,2069,Walking Robot Simulation II,Algorithms,25.01749242,"['Design', 'Simulation']"
Medium,2070,Most Beautiful Item for Each Query,Algorithms,62.04586807,"['Array', 'Binary Search', 'Sorting']"
Hard,2071,Maximum Number of Tasks You Can Assign,Algorithms,50.77880032,"['Array', 'Two Pointers', 'Binary Search', 'Greedy', 'Queue', 'Sorting', 'Monotonic Queue']"
Easy,2072,The Winner University,Database,75.44397163,['Database']
Easy,2073,Time Needed to Buy Tickets,Algorithms,70.58115587,"['Array', 'Queue', 'Simulation']"
Medium,2074,Reverse Nodes in Even Length Groups,Algorithms,60.64893709,['Linked List']
Medium,2075,Decode the Slanted Ciphertext,Algorithms,49.04003392,"['String', 'Simulation']"
Hard,2076,Process Restricted Friend Requests,Algorithms,56.80939343,"['Union Find', 'Graph']"
Medium,2077,Paths in Maze That Lead to Same Room,Algorithms,55.95367713,['Graph']
Easy,2078,Two Furthest Houses With Different Colors,Algorithms,65.5217954,"['Array', 'Greedy']"
Medium,2079,Watering Plants,Algorithms,79.93642335,"['Array', 'Simulation']"
Medium,2080,Range Frequency Queries,Algorithms,39.5152274,"['Array', 'Hash Table', 'Binary Search', 'Design', 'Segment Tree']"
Hard,2081,Sum of k-Mirror Numbers,Algorithms,41.40887259,"['Math', 'Enumeration']"
Easy,2082,The Number of Rich Customers,Database,77.46478873,['Database']
Medium,2083,Substrings That Begin and End With the Same Letter,Algorithms,74.32128558,"['Hash Table', 'Math', 'String', 'Counting', 'Prefix Sum']"
Medium,2084,Drop Type 1 Orders for Customers With Type 0 Orders,Database,87.19908804,['Database']
Easy,2085,Count Common Words With One Occurrence,Algorithms,72.23256063,"['Array', 'Hash Table', 'String', 'Counting']"
Medium,2086,Minimum Number of Food Buckets to Feed the Hamsters,Algorithms,46.89989416,"['String', 'Dynamic Programming', 'Greedy']"
Medium,2087,Minimum Cost Homecoming of a Robot in a Grid,Algorithms,51.09175298,"['Array', 'Greedy']"
Hard,2088,Count Fertile Pyramids in a Land,Algorithms,65.24934977,"['Array', 'Dynamic Programming', 'Matrix']"
Easy,2089,Find Target Indices After Sorting Array,Algorithms,77.13945732,"['Array', 'Binary Search', 'Sorting']"
Medium,2090,K Radius Subarray Averages,Algorithms,45.97984113,"['Array', 'Sliding Window']"
Medium,2091,Removing Minimum and Maximum From Array,Algorithms,55.18082341,"['Array', 'Greedy']"
Hard,2092,Find All People With Secret,,,
t, Heap Sort, with worst-case time complexity of $O(M \log M)$.,,,
,,,,,
        - In Java, `Arrays.sort()` is implemented using a variant of the Quick Sort algorithm which has a time complexity of $O(M \log M)$.,,,,
,,,,,
    - Populating `sameTimeMeetings` will take $O(M)$ time.,,,,,
,,,,,
    - Then we initialize the `knowsSecret` array of size $N$. It will take $O(N)$ time.,,,,,
,,,,,
    - Then there is a `for` loop. The number of iterations of the `for` loop depends on the number of unique meeting times. It will be at most $M$. Let's narrow our analysis to one iteration of the `for` loop.,,,,,
,,,,,
        - Creating `meet` and initiating `q` may vary from $O(1)$ time to $O(M)$ time, depending on the number of meetings happening at the time `t`. However,,,,
,,,,,
            (**Amortized time complexity** is the time taken per operation averaged over all operations) ,,,,,
,,,,,
            > - If one iteration of creating `meet` and initiating `q` takes $O(1)$ time (when a single meeting is happening at the time `t`), then there may be the next iteration of the `for` loop. However,,,,
            ,,,,,
            > - If one iteration of creating `meet` and initiating `q` takes $O(M)$ time, then there will be no next iteration of the `for` loop because all meetings happening will get processed in the current iteration.,,,,
,,,,,
            > Hence, when creating `meet` and initiating `q` takes $O(1)$ time, the number of `for` loop iterations will be $O(1)$. ,,,
            ,,,,,
            Thus, the amortized time complexity for creating `meet` and initiating `q` per iteration of the `for` loop will be $O(1)$ ,,,,
,,,,,
        - The BFS may take $O(N)$ time in the worst case because, at any instance, the amortized time complexity will be $O(1)$. ,,,
,,,,,
            > - If every meeting time has only $2$ participants, then there will be $O(M)$ unique meeting times deciding the number of iterations of the `for` loop. In each iteration of the `for` loop, the time complexity will be $O(2 \cdot M)$ which is $O(M)$.,,,
,,,,,
            > - If every meeting time has $N$ participants, then there will be $O(\frac{M}{N})$ unique meeting times deciding the number of iterations of the `for` loop. In each iteration of the `for` loop, the time complexity will be $O(N \cdot \frac{M}{N})$ which is $O(M)$. ,,,
,,,,,
            Thus, the amortized time complexity of BFS per iteration of the `for` loop will be $O(1)$.,,,,
,,,,,
        - Thus, each iteration of the `for` loop will take amortized $O(1)$ time for creating `meet`, and BFS.,,,
            ,,,,,
    - Finally, we are iterating over the `knowsSecret` array to find indices of people who know the secret. It will take $O(N)$ time.,,,,
,,,,,
    Hence, the total time complexity will be $O(M \log M + M + N + M \cdot 1 + N)$,,,,
,,,,,
* Space complexity: $O(M + N)$,,,,,
,,,,,
    - We are sorting the `meetings` array in place. When we sort an array in place, some extra space is used. The space complexity depends on the implementation of the sorting algorithm in the programming language.,,,,
     ,,,,,
      - In Python3, the `sort` method sorts a list using the Timsort algorithm,,,,
         ,,,,,
      - In C++, the `sort()` function is implemented as a hybrid of Quick Sort, and Insertion Sort,,,
      ,,,,,
      - In Java, `Arrays.sort()` is implemented using a variant of the Quick Sort algorithm which has a space complexity of $O(\log M)$.,,,,
    ,,,,,
    - The `sameTimeMeetings` will take $O(M)$ space.,,,,,
,,,,,
    - The `knowsSecret` array will take $O(N)$ space.,,,,,
,,,,,
    - The `meet` HashMap will take $O(M)$ space per iteration of `for` loop. After iteration, it will be empty. Hence,,,,
,,,,,
    - The `q` may grow up to $O(N)$ per iteration of the `for` loop because any person can be in the queue at most once. After iteration, it will be empty. Hence,,,,
,,,,,
    Hence, total space complexity will be $O(M + N)$.,,,,
     ,,,,,
---,,,,,
,,,,,
### Approach 5: Union-Find with Reset,,,,,
,,,,,
#### Intuition,,,,,
,,,,,
In the [intuition of the previous approach](#intuition-3), we noted the following.,,,,
,,,,,
> The purpose of traversal is to find the connectedness of the graph at a particular time.,,,,,
,,,,,
We initiated traversal from people who already knew the secret at the time `t`.,,,,,
,,,,,
Instead of doing traversal, we can use [Union-Find](https://leetcode.com/explore/learn/card/graph/618/disjoint-set/) to find the connectedness of the graph at a particular time. For each person taking part in a meeting, and check if they are connected to any person who already knows the secret,,,
,,,,,
> [**Union-Find**](https://leetcode.com/explore/learn/card/graph/618/disjoint-set/), also known as **Disjoint Set**, merge existing sets,,,
>,,,,,
> If readers are not familiar with Union-Find, then they are encouraged to visit [**Union-Find Explore Card**](https://leetcode.com/explore/learn/card/graph/618/disjoint-set/) to learn about it. It includes the heuristics to optimize the Union-Find data structure.,,,,
> - *union by rank* (height) or *union by size*. We can use either of these.,,,,,
> - *path compression*,,,,,
>,,,,,
> We, in this approach,,,,
,,,,,
Thus, in this approach, and for each meeting `[x,,,
,,,,,
After performing all the unions, we will again visit all `[x, and check if any one of them is connected to `0` or not *(if any of them is connected to `0`,,,
,,,,,
At the end, we will return indices of all the people who know the secret.,,,,
,,,,,
Is that enough? Let's try to find out through an example.,,,,,
,,,,,
```testcase [],,,,,
6,,,,,
[[2,3, [1, 4]],,
1,,,,,
```,,,,,
,,,,,
The `meetings` are already sorted in increasing order of `t`. Initially, our graph looks like the following. `1` is connected to `0`,,,,
,,,,,
![t0](../Figures/2092/2092_slide_images_used/Slide6_1.PNG),,,,,
,,,,,
After meeting `[2,3, one more connection is added to the graph. However,,,
,,,,,
![t1](../Figures/2092/2092_slide_images_used/Slide6_2.PNG),,,,,
,,,,,
Let's process the next meeting `[1,2, `2` will get connected to `0`,,,
,,,,,
![t2](../Figures/2092/2092_slide_images_used/Slide6_3.PNG),,,,,
,,,,,
The third meeting `[3,4,,,,
,,,,,
![t3](../Figures/2092/2092_slide_images_used/Slide6_4.PNG),,,,,
,,,,,
Now `3` was already connected to `0`, but `3` doesn't know the secret yet. However, and `3` had met `2` in the first meeting. However,,,
,,,,,
Hence, it seems connection with `0` is not enough. We may need to maintain a flag array `knowsSecret` to mark if a person knows the secret or not,,,,
,,,,,
Let's process further to see if it will work or not!,,,,,
,,,,,
We have two meetings taking place at time `t = 4`. Their union is represented by red color in the following figure.,,,,,
,,,,,
![t4](../Figures/2092/2092_slide_images_used/Slide6_5.PNG),,,,,
,,,,,
Now, we will revisit every meeting at time `t = 4` again. The first one being `[5, 4]`. Both of them are connected to `0`,,,
,,,,,
If we had visited `[5,0, then we would have marked `5` as known,,,
,,,,,
However, given the fixed time,,,,
,,,,,
We can overcome this by doing two passes after uniting, at least for this test case. However, we must do as many passes as the number of meetings at that fixed time. This isn't efficient!,,,
,,,,,
Thus, introducing the `knowsSecret` flag array doesn't seem to lead to an efficient solution.,,,,
,,,,,
**We need to proceed only with the fact that if a person is connected to `0`, then he/she knows the secret.**,,,,
,,,,,
In [intuition of the previous approach](#intuition-3), we noted the following.,,,,
,,,,,
> Let's assume that one participant of a transitive meeting gets to know the secret **after time `t`**. It is worth noting that knowing after time `t` will not affect meetings happening at the time `t`. ,,,,,
>   ,,,,,
> More particulary, if none of `x` and `y` knew the secret **before or at time `t`**, then it will have no effect on meeting `[x,,,
,,,,,
Let's focus more on the last sentence of the above quote. If none of them knew the secret, then meeting `[x, t]` will not have any effect on them. To trigger the effect of the meeting,,,
,,,,,
**What to do to dissolve the effect?**  ,,,,,
Well, we can do the opposite of uniting them. We can disunite `x` and `y` into single components.,,,,
,,,,,
Since even after doing all the unions, they weren't able to receive the secret, we can safely disunite them.,,,
,,,,,
Now to disunite them into single components, we just need to reset the initial properties of Union-Find. We need to do this only for these two persons. ,,,,
,,,,,
After processing all the `meetings`, all those persons who are connected to `0` will know the secret. ,,,,
,,,,,
Here is the animation explaining the approach for the following input.,,,,,
,,,,,
```input,,,,,
6,,,,,
[[2,3, [1, 4]],,
1,,,,,
```,,,,,
,,,,,
!?!../Documents/2092/2092_slideshow_union_find.json:960,540!?!,,,,
<br/>,,,,,
,,,,,
It is worth noting that we don't need a separate flag array `knowsSecret`. Connection with `0` is enough to conclude that a person knows the secret. That's why the above animation doesn't highlight with green color.,,,,,
,,,,,
With this intuition, let's discuss the implementable algorithm.,,,,
,,,,,
,,,,,
#### Algorithm,,,,,
,,,,,
1. Define a class `UnionFind` to implement the Union-Find data structure.,,,,,
    ,,,,,
    The **constructor** of `UnionFind` will take `n` as input, and initialize `parent` and `rank` arrays of size `n`. The `parent` array will store the parent of each node,,,,
,,,,,
    Initially, every node is the parent of itself,,,,
    ,,,,,
    It will have the following **methods**:,,,,,
,,,,,
    - `find(x)`: Find the parent of node `x`. It will use the *Path Compression* heuristic.,,,,,
,,,,,
    - `unite(x, y)`: Unite two nodes `x` and `y`. It will use the *Union by Rank* heuristic.,,,,
,,,,,
    - `connected(x, y)`: Check if two nodes `x` and `y` are connected or not.,,,,
,,,,,
    - `reset(x)`: Reset the initial properties of node `x`. It will set the parent of node `x` to `x`, and the rank of node `x` to `0`.,,,,
,,,,,
2. Sort `meetings` in increasing order of `t`.,,,,,
,,,,,
3. Create a HashMap `sameTimeMeetings` for grouping meetings happening at the same time `t`. The key of HashMap will be time `t`, and the value will be a list of `(x,,,,
,,,,,
    Make sure that `sameTimeMeetings` remembers the order of insertion, since we are inserting meetings in increasing order of `t`.,,,,
,,,,,
4. Create a `graph`. It will be an instance of the `UnionFind` class and will have `n` nodes.,,,,,
,,,,,
5. Unite `firstPerson` with `0` in `graph`.,,,,,
,,,,,
6. Process `sameTimeMeetings` in increasing order of `t`. Let's say `t` is the time.,,,,,
,,,,,
    - Unite all two persons taking part in a meeting. ,,,,,
,,,,,
    - If any one of them is connected to `0`, then both of them will be connected to `0`. ,,,,
,,,,,
        Similarly, if any one of them is NOT connected to `0`, since they were united among themselves. In this case,,,
,,,,,
7. Return indices of all those people who are connected to `0` in the `graph`.,,,,,
,,,,,
,,,,,
#### Implementation,,,,,
,,,,,
"<iframe src=""""https://leetcode.com/playground/b4ZMoceH/shared"""" frameBorder=""""0"""" width=""""100%"""" height=""""500"""" name=""""b4ZMoceH""""></iframe>",,,,,
,,,,,
#### Complexity Analysis,,,,,
,,,,,
Before analyzing the time complexity, let's first understand the time complexity of Union-Find. If an instance of Union-Find is created with $\text{nodes}$,,,,
,,,,,
> - **Constructor**: $O(\text{nodes})$, because we are initializing `parent` and `rank` arrays of size $\text{nodes}$. However,,,,
,,,,,
> - `find(x)`: It is amortized $O(1)$ time, because we are using *Path Compression* and *Union by Rank* heuristics. ,,,,
,,,,,
> - `unite(x, y)`: It is amortized $O(1)$ time,,,,
    ,,,,,
> - `connected(x, y)`: It is amortized $O(1)$ time,,,,
    ,,,,,
>> In actuality, the time complexity of the above three methods after using *Path Compression* and *Union by Rank* heuristics is $O\left( \boldsymbol{\alpha}(\text{nodes}) \right)$ time, $\boldsymbol{\alpha}(\text{nodes})$ is less than $5$ for all practical purposes. More [here](https://leetcode.com/explore/learn/card/graph/618/disjoint-set/3843/),,,
,,,,,
> - `reset(x)`: It is $O(1)$ time because we are just resetting the initial properties of node `x`.,,,,,
,,,,,
For analyzing the time complexity of our algorithm, let $N$ be the number of people,,,,
,,,,,
* Time complexity: $O( M \log M + N)$,,,,,
,,,,,
    - Sorting `meetings` will take $O(M \log M)$ time. This may vary depending on the implementation of the sorting algorithm in the programming language.,,,,,
       ,,,,,
       - In Python3, the `sort` method sorts a list using the Timsort algorithm,,,,
 ,,,,,
       - In C++, the `sort()` function is implemented as a hybrid of Quick Sort, and Insertion Sort,,,
,,,,,
       - In Java, `Arrays.sort()` is implemented using a variant of the Quick Sort algorithm which has a time complexity of $O(M \log M)$.,,,,
,,,,,
    - Populating `sameTimeMeetings` will take $O(M)$ time.,,,,,
,,,,,
    - Creating `graph` will take $O(N)$ time.,,,,,
,,,,,
    - Uniting `firstPerson` with `0` will take $O(1)$ time.,,,,,
,,,,,
    - Upon looking at the `for` loop, we can observe that we will process each meeting exactly twice, and once while checking if any one of them is connected to `0` or not. ,,,
,,,,,
        - For uniting, it will be amortized $O(1)$ time.,,,,
,,,,,
        - For checking if any one of them is connected to `0` or not, it will be amortized $O(1)$ time. Resetting, will be $O(1)$ time.,,,
    ,,,,,
      Hence, the total time complexity of the `for` loop will be $O(2 \cdot M \cdot 1)$,,,,
    ,,,,,
    - Finally, we are iterating over the `graph` to find indices that are connected to `0`. It will take $O(N \cdot 1)$ time.,,,,
,,,,,
    Hence, the total time complexity will be $O(M \log M + M + N + M + N)$,,,,
    ,,,,,
* Space complexity: $O(M + N)$,,,,,
,,,,,
    - We are sorting the `meetings` array in place. When we sort an array in place, some extra space is used. The space complexity depends on the implementation of the sorting algorithm in the programming language.,,,,
     ,,,,,
      - In Python3, the `sort` method sorts a list using the Timsort algorithm,,,,
         ,,,,,
      - In C++, the `sort()` function is implemented as a hybrid of Quick Sort, and Insertion Sort,,,
      ,,,,,
      - In Java, `Arrays.sort()` is implemented using a variant of the Quick Sort algorithm which has a space complexity of $O(\log M)$.,,,,
,,,,,
    - The `sameTimeMeetings` will take $O(M)$ space.,,,,,
,,,,,
    - The `graph` will take $O(N)$ space for `parent` and `rank` arrays.,,,,,
,,,,,
    Hence, total space complexity will be $O(M + N)$.    ,,,,
        ,,,,,
---,,,,,
,,,,,
As a challenge, try to implement the [Union-Find approach](#implementation-4) *without* using the `sameTimeMeetings` HashMap! We perhaps may need some iterators to process all the meetings happening at the same time. Readers can comment their code below.,,,,
,,,,,
"---""",,,,,
Medium,2093,Minimum Cost to Reach City With Discounts,Algorithms,59.83057209,"['Graph', 'Heap (Priority Queue)', 'Shortest Path']"
